,time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource,corrected_lons,long_rad,lat_rad,ocean_depth
510,1967-12-25T01:23:32.810Z,-5.208,153.742,35.0,7.15,mw,,,,,iscgem,iscgem828730,2022-04-26T22:42:05.212Z,"189 km ESE of Kokopo, Papua New Guinea",earthquake,,5.4,0.34,,reviewed,iscgem,iscgem,153.742,2.683304098601122,-0.0908967474438647,3631.779296875
513,1967-10-09T17:21:49.270Z,-21.182,-179.186,636.8,7.23,mw,,,,,iscgem,iscgem830163,2022-04-26T22:45:32.724Z,Fiji region,earthquake,,7.6,0.1,,reviewed,iscgem,iscgem,180.814,3.1557996337010272,-0.36969564215743883,1599.39208984375
514,1967-09-03T21:07:29.510Z,-10.656,-79.674,15.0,7.0,mw,,,,,iscgem,iscgem830900,2022-04-26T22:47:05.234Z,"178 km WSW of Huarmey, Peru",earthquake,,3.5,0.3,,reviewed,iscgem,iscgem,280.326,4.892611678945625,-0.18598228509251574,3228.368408203125
517,1966-12-31T22:15:19.180Z,-12.326,166.491,35.0,7.13,mw,,,,,iscgem,iscgem841184,2022-04-26T23:06:03.215Z,"192 km SSE of Lata, Solomon Islands",earthquake,,24.6,0.2,,reviewed,iscgem,iscgem,166.491,2.9058161249378793,-0.21512928360082106,4125.06884765625
518,1966-12-31T18:23:09.430Z,-12.091,166.552,55.0,7.8,mw,,,,,iscgem,iscgem841173,2022-04-26T23:05:57.465Z,"172 km SSE of Lata, Solomon Islands",earthquake,,5.4,0.4,,reviewed,iscgem,iscgem,166.552,2.9068807757815955,-0.21102775985863434,1638.0830078125
520,1966-09-08T21:15:56.910Z,2.388,128.49,115.0,7.71,mw,,,,,iscgemsup,iscgemsup843229,2022-05-09T19:21:30.314Z,"90 km NE of Tobelo, Indonesia",earthquake,,5.2,1.64,,reviewed,iscgemsup,iscgemsup,128.49,2.242573555887514,0.04167846253762459,1706.8409423828125
521,1966-06-15T00:59:50.060Z,-10.318,161.006,45.0,7.1,mw,,,,,iscgem,iscgem846454,2022-04-26T23:15:54.877Z,"101 km W of Kirakira, Solomon Islands",earthquake,,30.9,0.3,,reviewed,iscgem,iscgem,161.006,2.8100848154659905,-0.1800830722207749,1402.5384521484375
522,1966-03-12T16:31:20.980Z,24.122,122.583,30.0,7.5,mw,,,,,iscgem,iscgem849160,2022-04-26T23:23:33.649Z,"57 km SW of Yonakuni, Japan",earthquake,,4.5,0.2,,reviewed,iscgem,iscgem,122.583,2.139476956972209,0.42100832216607215,2932.67333984375
524,1965-08-13T12:40:33.440Z,-16.022,166.97,25.0,7.4,mw,,,,,iscgem,iscgem854556,2022-04-26T23:36:01.933Z,"45 km W of Norsup, Vanuatu",earthquake,,12.2,0.3,,reviewed,iscgem,iscgem,166.97,2.914176252054932,-0.2796366527545314,2662.713134765625
528,1965-06-11T03:33:46.370Z,44.525,148.924,40.7,7.01,mw,,,,,iscgem,iscgem855990,2022-04-26T23:37:44.042Z,"113 km SE of Kuril’sk, Russia",earthquake,,4.8,0.21,,reviewed,iscgem,iscgem,148.924,2.599214135240035,0.7771078494504753,1257.3988037109375
529,1965-05-20T00:40:26.460Z,-14.805,167.495,120.0,7.7,mw,,,,,iscgem,iscgem857011,2022-04-26T23:40:08.128Z,"52 km ENE of Port-Olry, Vanuatu",earthquake,,13.1,0.4,,reviewed,iscgem,iscgem,167.495,2.9233392306279025,-0.2583959957577605,2455.27392578125
530,1965-03-30T02:27:06.650Z,50.282,177.959,20.0,7.6,mw,,,,,iscgem,iscgem858982,2022-04-26T23:43:31.906Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,,25.0,0.3,,reviewed,iscgem,iscgem,177.959,3.1059704835565887,0.8775864544877887,6697.28564453125
532,1965-02-04T05:01:22.000Z,51.251,178.715,30.3,8.7,mw,,,,,official,official19650204050122_30,2022-04-26T23:43:52.172Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,,,,,automatic,iscgem,official,178.715,3.1191651727016656,0.8944986949396138,3998.351318359375
533,1965-01-24T00:11:17.260Z,-2.608,125.952,20.0,8.2,mw,,,,,iscgem,iscgem861299,2022-04-26T23:50:01.288Z,"275 km WNW of Ambon, Indonesia",earthquake,,17.6,0.3,,reviewed,iscgem,iscgem,125.952,2.198277099471898,-0.04551818689201211,3269.640380859375
534,1964-07-09T16:39:51.600Z,-15.534,167.666,130.0,7.16,mw,,,,,iscgem,iscgem865885,2022-05-09T22:49:24.381Z,"54 km E of Luganville, Vanuatu",earthquake,,5.2,0.3,,reviewed,iscgem,iscgem,167.666,2.9263237436488123,-0.27111944600479915,1728.3309326171875
538,1964-05-07T07:58:15.280Z,40.328,138.969,20.0,7.0,mw,,,,,iscgem,iscgem867525,2022-04-27T00:06:00.136Z,"91 km W of Noshiro, Japan",earthquake,,3.7,0.3,,reviewed,iscgem,iscgem,138.969,2.4254666082039997,0.7038563807442733,2520.11376953125
541,1963-11-04T01:17:13.900Z,-6.957,129.605,110.0,8.1,mw,,,,,iscgem,iscgem17294492,2022-04-26T20:30:47.975Z,Banda Sea,earthquake,,8.9,0.2,,reviewed,iscgem,iscgem,129.605,2.262033977047251,-0.1214225560612455,2280.16064453125
542,1963-10-20T00:53:12.210Z,44.726,150.547,28.2,7.8,mw,,,,,iscgem,iscgem873349,2022-04-27T00:28:20.286Z,"217 km ESE of Kuril’sk, Russia",earthquake,,3.9,0.3,,reviewed,iscgem,iscgem,150.547,2.627540828999903,0.7806159612469838,3092.061767578125
543,1963-10-13T05:17:59.000Z,44.872,149.483,35.0,8.5,mw,,,,,official,official19631013051759_30,2022-04-27T00:27:54.334Z,"132 km ESE of Kuril’sk, Russia",earthquake,,,,,reviewed,iscgem,official,149.483,2.6089705257586835,0.7831641419548956,2173.930419921875
544,1963-10-12T11:27:00.510Z,44.647,149.225,37.5,7.0,mw,,,,,iscgem,iscgem873224,2022-04-27T00:27:48.955Z,"124 km ESE of Kuril’sk, Russia",earthquake,,4.9,0.3,,reviewed,iscgem,iscgem,149.225,2.604467576288538,0.7792371511379083,1257.3988037109375
545,1963-09-17T19:20:14.140Z,-10.466,165.36,45.0,7.21,mw,,,,,iscgem,iscgem17294275,2022-04-26T20:30:42.153Z,"55 km WNW of Lata, Solomon Islands",earthquake,,5.3,0.2,,reviewed,iscgem,iscgem,165.36,2.8860764510978236,-0.1826661595137265,2070.980712890625
551,1963-03-16T08:44:50.910Z,46.636,154.783,15.0,7.65,mw,,,,,iscgem,iscgem871982,2022-04-27T00:19:04.075Z,east of the Kuril Islands,earthquake,,3.6,0.3,,reviewed,iscgem,iscgem,154.783,2.701472976114383,0.8139517499600756,6614.2275390625
553,1962-07-26T08:14:46.990Z,7.512,-82.729,25.0,7.18,mw,,,,,iscgem,iscgem17292186,2022-04-26T16:06:06.997Z,"59 km SSE of Burica, Panama",earthquake,,17.0,0.2,,reviewed,iscgem,iscgem,277.271,4.839291870297198,0.13110913340981403,1938.027099609375
554,1962-05-21T21:15:37.770Z,-20.088,-177.459,390.0,7.47,mw,,,,,iscgem,iscgem874777,2022-04-26T16:09:52.961Z,"262 km WNW of Haveluloto, Tonga",earthquake,,6.5,0.1,,reviewed,iscgem,iscgem,182.541,3.185941469882969,-0.35060174014062095,2743.146728515625
555,1962-05-15T05:23:49.090Z,-7.351,128.218,30.2,7.1,mw,,,,,iscgem,iscgem874743,2022-04-26T16:09:50.749Z,"186 km NE of Lospalos, Timor Leste",earthquake,,3.7,0.2,,reviewed,iscgem,iscgem,128.218,2.2378262603220893,-0.12829915331410316,2867.244140625
558,1962-04-12T00:52:44.400Z,38.022,142.789,28.0,7.3,mw,,,,,iscgem,iscgem874529,2022-04-26T16:09:03.708Z,"137 km ESE of Ishinomaki, Japan",earthquake,,4.8,0.2,,reviewed,iscgem,iscgem,142.789,2.492138185630183,0.663609088193284,1498.856689453125
562,1961-07-23T21:51:09.750Z,-18.307,168.29,25.0,7.33,mw,,,,,iscgem,iscgem877044,2022-04-26T16:22:09.508Z,"63 km S of Port-Vila, Vanuatu",earthquake,,4.5,0.31,,reviewed,iscgem,iscgem,168.29,2.937214598181257,-0.31951742616260187,1867.095703125
563,1961-07-18T14:03:41.370Z,29.692,131.683,30.6,7.03,mw,,,,,iscgem,iscgem877000,2022-04-26T16:21:56.867Z,"126 km ESE of Koshima, Japan",earthquake,,19.6,0.47,,reviewed,iscgem,iscgem,131.683,2.2983019189036926,0.5182231615021563,4020.177490234375
565,1961-01-16T12:12:30.610Z,36.226,141.815,30.0,7.03,mw,,,,,iscgem,iscgem875970,2022-04-26T16:15:40.002Z,"104 km ENE of Hasaki, Japan",earthquake,,4.6,0.2,,reviewed,iscgem,iscgem,141.815,2.4751386787157585,0.6322629748274659,1631.048583984375
566,1961-01-16T07:20:13.560Z,36.121,141.758,30.0,7.2,mw,,,,,iscgem,iscgem875966,2022-04-26T16:15:37.186Z,"93 km ENE of Hasaki, Japan",earthquake,,14.9,0.59,,reviewed,iscgem,iscgem,141.758,2.4741438410421215,0.6304303791128718,2216.30224609375
568,1960-03-23T00:23:28.290Z,39.635,143.316,15.0,7.01,mw,,,,,iscgem,iscgem878607,2022-04-26T16:28:15.273Z,"118 km E of Miyako, Japan",earthquake,,12.9,0.5,,reviewed,iscgem,iscgem,143.316,2.5013360707881933,0.6917612490279524,2136.904296875
569,1960-03-20T17:07:31.660Z,39.869,143.228,15.0,7.95,mw,,,,,iscgem,iscgem878564,2022-04-26T16:27:58.687Z,"113 km ENE of Miyako, Japan",earthquake,,3.6,0.43,,reviewed,iscgem,iscgem,143.228,2.4998001810464383,0.6958453194776193,2136.904296875
572,1959-08-17T21:04:48.610Z,-7.776,156.328,25.0,7.01,mw,,,,,iscgem,iscgem882668,2022-04-26T16:46:58.595Z,"67 km WNW of Gizo, Solomon Islands",earthquake,,10.0,0.23,,reviewed,iscgem,iscgem,156.328,2.7284383130576955,-0.13571680263507907,2103.37158203125
575,1958-11-12T20:23:33.540Z,44.215,148.754,35.0,7.0,mw,,,,,iscgem,iscgem885493,2022-04-26T17:05:21.056Z,"132 km SSE of Kuril’sk, Russia",earthquake,,4.7,0.4,,reviewed,iscgem,iscgem,148.754,2.596247075511645,0.7716973287692928,3916.35888671875
579,1958-03-11T00:26:02.010Z,24.945,124.327,35.0,7.15,mw,,,,,iscgem,iscgem883985,2022-04-26T16:55:31.411Z,"68 km NNE of Ishigaki, Japan",earthquake,,4.8,0.2,,reviewed,iscgem,iscgem,124.327,2.16991549912699,0.4353723819099855,2069.41552734375
582,1957-12-17T13:50:22.120Z,-12.418,166.684,123.6,7.8,mw,,,,,iscgem,iscgem887702,2022-04-26T17:20:42.109Z,"186 km NNW of Sola, Vanuatu",earthquake,,5.4,0.4,,reviewed,iscgem,iscgem,166.684,2.909184610394228,-0.21673498651265583,1777.367431640625
586,1957-09-24T08:21:14.080Z,5.327,127.005,35.0,7.25,mw,,,,,iscgem,iscgem887230,2022-04-26T17:16:23.642Z,"146 km SE of Pondaguitan, Philippines",earthquake,,4.5,0.47,,reviewed,iscgem,iscgem,127.005,2.216655416495398,0.09297368925373792,3829.326171875
589,1957-04-14T19:18:04.350Z,-15.02,-173.381,20.0,7.08,mw,,,,,iscgem,iscgem886391,2022-04-26T17:11:06.571Z,"112 km NNE of Hihifo, Tonga",earthquake,,5.2,0.39,,reviewed,iscgem,iscgem,186.619,3.2571159967792975,-0.2621484536495483,4538.12646484375
592,1957-03-14T14:47:50.180Z,51.196,-176.733,25.0,7.14,mw,,,,,iscgem,iscgem886155,2022-04-26T17:09:41.376Z,"75 km S of Adak, Alaska",earthquake,,10.8,0.2,,reviewed,iscgem,iscgem,183.267,3.198612560252448,0.8935387638510169,2806.173095703125
593,1957-03-12T11:45:00.720Z,51.481,-177.243,20.0,7.11,mw,,,,,iscgem,iscgem886120,2022-04-26T17:09:30.880Z,"60 km SW of Adak, Alaska",earthquake,,7.7,0.2,,reviewed,iscgem,iscgem,182.757,3.189711381067277,0.8985129522192008,2424.78662109375
595,1957-03-09T14:22:33.000Z,51.499,-175.626,25.0,8.6,mw,,,,,official,official19570309142233_30,2022-04-26T17:08:54.209Z,"81 km ESE of Adak, Alaska",earthquake,,,,,automatic,iscgem,official,184.374,3.217933355072025,0.8988271114845597,3859.023193359375
597,1956-05-23T20:48:32.710Z,-15.434,-178.803,419.1,7.6,mw,,,,,iscgem,iscgem888284,2022-04-26T17:24:11.673Z,"144 km SSW of Leava, Wallis and Futuna",earthquake,,6.2,0.2,,reviewed,iscgem,iscgem,181.197,3.1624842447361656,-0.2693741167528048,2208.0400390625
598,1956-02-18T07:34:25.520Z,30.206,138.102,484.1,7.3,mw,,,,,iscgem,iscgem887981,2022-04-26T17:22:40.696Z,"Izu Islands, Japan region",earthquake,,6.3,0.2,,reviewed,iscgem,iscgem,138.102,2.410334603589209,0.5271941538574071,3851.970703125
599,1955-10-10T08:57:50.760Z,-5.062,152.855,20.0,7.31,mw,,,,,iscgem,iscgem889990,2022-04-26T17:37:52.002Z,"102 km SE of Kokopo, Papua New Guinea",earthquake,,15.2,0.33,,reviewed,iscgem,iscgem,152.855,2.667823028135932,-0.08834856673595295,2208.837158203125
600,1955-05-30T12:31:44.460Z,24.319,142.412,558.9,7.2,mw,,,,,iscgem,iscgem889583,2022-04-26T17:34:26.487Z,"Volcano Islands, Japan region",earthquake,,6.6,0.2,,reviewed,iscgem,iscgem,142.412,2.485558294350165,0.42444662079250095,2615.545654296875
604,1954-08-27T10:54:55.400Z,23.988,143.022,25.0,7.2,mw,,,,,iscgem,iscgem891003,2022-04-26T17:46:28.025Z,"Volcano Islands, Japan region",earthquake,,7.2,0.2,,reviewed,iscgem,iscgem,143.022,2.4962048027873296,0.41866958096839973,4780.79345703125
606,1954-02-01T01:06:56.350Z,24.057,143.467,15.0,7.2,mw,,,,,iscgem,iscgem890294,2022-04-26T17:39:58.499Z,"Volcano Islands, Japan region",earthquake,,25.0,0.2,,reviewed,iscgem,iscgem,143.467,2.503971517958705,0.4198738581522758,6369.4638671875
608,1953-11-25T17:48:55.090Z,34.006,141.625,25.0,7.9,mw,,,,,iscgem,iscgem892187,2022-04-26T17:57:52.153Z,"174 km SE of Katsuura, Japan",earthquake,,4.0,0.4,,reviewed,iscgem,iscgem,141.625,2.471822553136969,0.5935166654331917,7965.29931640625
609,1953-11-04T03:49:13.320Z,-13.082,166.464,35.0,7.11,mw,,,,,iscgem,iscgem892130,2022-04-26T17:57:06.269Z,"146 km NW of Sola, Vanuatu",earthquake,,5.0,0.56,,reviewed,iscgem,iscgem,166.464,2.9053448860398405,-0.22832397274589822,1934.367431640625
612,1953-01-05T07:48:28.600Z,53.631,170.973,21.3,7.0,mw,,,,,iscgem,iscgem891410,2022-04-26T17:49:05.950Z,"171 km WNW of Attu Station, Alaska",earthquake,,3.9,0.52,,reviewed,iscgem,iscgem,170.973,2.984041782012265,0.9360375311370788,2870.800048828125
615,1952-03-19T10:57:15.040Z,9.669,127.099,15.0,7.34,mw,,,,,iscgem,iscgem892651,2022-04-26T18:01:49.110Z,"108 km ENE of Cortes, Philippines",earthquake,,11.8,0.52,,reviewed,iscgem,iscgem,127.099,2.2182960259922733,0.16875588537533173,7017.28369140625
616,1952-03-04T01:22:49.230Z,42.084,143.899,45.0,8.1,mw,,,,,iscgem,iscgem892540,2022-04-26T18:00:40.789Z,"106 km SSW of Kushiro, Japan",earthquake,,5.2,0.3,,reviewed,iscgem,iscgem,143.899,2.51151134032732,0.7345043624092936,1027.483642578125
618,1951-11-06T16:40:14.560Z,47.297,154.05,35.0,7.02,mw,,,,,iscgem,iscgem894891,2022-04-26T18:20:42.657Z,Kuril Islands,earthquake,,4.7,0.35,,reviewed,iscgem,iscgem,154.05,2.688679712697265,0.8254883763157579,2721.9951171875
619,1951-07-11T18:21:59.010Z,28.359,139.405,496.7,7.1,mw,,,,,iscgem,iscgem894503,2022-04-26T18:15:53.931Z,"Bonin Islands, Japan region",earthquake,,6.2,0.2,,reviewed,iscgem,iscgem,139.405,2.433076243742695,0.4949579225730719,3341.3916015625
621,1950-12-14T01:52:54.230Z,-19.705,-175.874,215.9,7.8,mw,,,,,iscgem,iscgem896185,2022-04-26T18:33:22.156Z,"159 km W of Pangai, Tonga",earthquake,,6.0,0.4,,reviewed,iscgem,iscgem,184.126,3.2136049385270793,-0.3439171291054826,2516.51904296875
622,1950-12-02T19:51:51.640Z,-18.373,167.654,30.0,7.9,mw,,,,,iscgem,iscgem896121,2022-04-26T18:33:05.397Z,"99 km SW of Port-Vila, Vanuatu",earthquake,,4.6,0.4,,reviewed,iscgem,iscgem,167.654,2.926114304138573,-0.3206693434689182,4637.951171875
623,1950-11-02T15:28:15.510Z,-6.823,129.183,199.7,7.7,mw,,,,,iscgem,iscgem896018,2022-04-26T18:32:04.401Z,Banda Sea,earthquake,,6.0,0.4,,reviewed,iscgem,iscgem,129.183,2.2546686876038344,-0.11908381486357311,3440.580322265625
625,1950-10-08T03:23:13.540Z,-4.199,128.233,20.0,7.3,mw,,,,,iscgem,iscgem895901,2022-04-26T18:30:54.282Z,"55 km S of Ambon, Indonesia",earthquake,,16.0,0.27,,reviewed,iscgem,iscgem,128.233,2.2380880597098884,-0.07328637529124189,4020.824951171875
630,1949-10-19T21:00:22.660Z,-5.773,154.194,60.3,7.21,mw,,,,,iscgem,iscgem896940,2022-04-26T18:38:03.878Z,"155 km WNW of Panguna, Papua New Guinea",earthquake,,6.0,0.2,,reviewed,iscgem,iscgem,154.194,2.6911929868201363,-0.10075785771763264,1156.5355224609375
632,1949-07-02T19:57:14.300Z,16.529,147.463,15.0,7.1,mw,,,,,iscgem,iscgem896626,2022-04-26T18:36:48.443Z,"233 km NE of Saipan, Northern Mariana Islands",earthquake,,3.9,0.2,,reviewed,iscgem,iscgem,147.463,2.573714874868398,0.2884854720621427,3881.550537109375
633,1949-03-27T06:34:09.400Z,2.428,127.657,60.0,7.05,mw,,,,,iscgem,iscgem896433,2022-04-26T18:35:17.460Z,"86 km NNW of Tobelo, Indonesia",earthquake,,8.0,0.2,,reviewed,iscgem,iscgem,127.657,2.228034963218401,0.04237659423842232,2978.012451171875
634,1948-09-08T15:09:14.220Z,-21.222,-173.891,15.0,7.5,mw,,,,,iscgem,iscgem897539,2022-04-26T18:44:46.963Z,"110 km E of ‘Ohonua, Tonga",earthquake,,4.5,0.4,,reviewed,iscgem,iscgem,186.109,3.248214817594127,-0.37039377385823663,5387.54150390625
636,1948-05-12T00:56:59.170Z,37.921,142.766,20.0,7.0,mw,,,,,iscgem,iscgem897321,2022-04-26T18:41:58.449Z,"139 km ESE of Ishinomaki, Japan",earthquake,,3.6,0.31,,reviewed,iscgem,iscgem,142.766,2.491736759902224,0.6618463056487697,1498.856689453125
638,1948-04-17T16:11:32.070Z,33.157,135.74,15.0,7.44,mw,,,,,iscgem,iscgem897281,2022-04-26T18:41:13.778Z,"67 km SSW of Shing?, Japan",earthquake,,4.5,0.64,,reviewed,iscgem,iscgem,135.74,2.369109926657103,0.5786988200837598,1768.8599853515625
640,1948-01-27T11:58:30.640Z,-20.222,-178.557,595.0,7.1,mw,,,,,iscgem,iscgem897168,2022-04-26T18:39:15.760Z,Fiji region,earthquake,,7.5,0.2,,reviewed,iscgem,iscgem,181.443,3.1667777546960716,-0.3529404813382933,1515.4869384765625
643,1947-06-19T07:34:41.090Z,21.57,145.469,35.0,7.2,mw,,,,,iscgem,iscgem897910,2022-04-26T18:49:54.444Z,Mariana Islands region,earthquake,,17.9,0.2,,reviewed,iscgem,iscgem,145.469,2.538913009583631,0.37646751965517683,4133.69482421875
644,1947-06-13T20:24:59.970Z,21.774,145.474,35.0,7.0,mw,,,,,iscgem,iscgem897893,2022-04-26T18:49:30.308Z,Mariana Islands region,earthquake,,10.1,0.2,,reviewed,iscgem,iscgem,145.474,2.539000276046231,0.38002799132924536,4129.2666015625
645,1947-06-12T09:02:28.010Z,1.153,126.079,15.0,7.08,mw,,,,,iscgem,iscgem897890,2022-04-26T18:49:24.723Z,"128 km ESE of Laikit, Laikit II (Dimembe), Indonesia",earthquake,,5.0,0.2,,reviewed,iscgem,iscgem,126.079,2.2004936676219304,0.02012364627549462,1731.4122314453125
647,1947-05-06T20:30:40.320Z,-6.487,148.758,35.0,7.43,mw,,,,,iscgem,iscgem897844,2022-04-26T18:48:14.299Z,"92 km WSW of Kandrian, Papua New Guinea",earthquake,,6.7,0.47,,reviewed,iscgem,iscgem,148.758,2.596316888681725,-0.11321950857687214,2973.055419921875
648,1947-04-14T07:15:40.190Z,43.916,148.482,30.0,7.06,mw,,,,,iscgem,iscgem897819,2022-04-26T18:47:55.335Z,"142 km E of Shikotan, Russia",earthquake,,3.9,0.24,,reviewed,iscgem,iscgem,148.482,2.5914997799462203,0.7664787943058298,2197.336669921875
649,1947-04-02T05:39:16.110Z,-1.102,137.839,15.0,7.3,mw,,,,,iscgem,iscgem897799,2022-04-26T18:47:30.123Z,"195 km E of Biak, Indonesia",earthquake,,25.0,0.4,,reviewed,iscgem,iscgem,137.839,2.405744387656464,-0.019233528356977513,1907.892578125
650,1946-12-21T10:18:47.760Z,43.658,148.376,20.0,7.2,mw,,,,,iscgem,iscgem17264437,2022-04-26T16:04:35.079Z,"134 km E of Shikotan, Russia",earthquake,,4.0,0.34,,reviewed,iscgem,iscgem,148.376,2.5896497309391067,0.7619758448356845,2197.336669921875
651,1946-12-20T19:19:10.650Z,33.123,135.905,15.0,8.3,mw,,,,,iscgem,iscgem898698,2022-04-26T18:58:40.211Z,"68 km S of Shing?, Japan",earthquake,,3.8,0.3,,reviewed,iscgem,iscgem,135.905,2.3719897199228934,0.5781054081380818,2806.5751953125
652,1946-09-29T03:02:06.500Z,-5.204,153.34,50.0,7.68,mw,,,,,iscgem,iscgem898610,2022-04-26T18:57:33.719Z,"152 km SE of Kokopo, Papua New Guinea",earthquake,,5.4,0.36,,reviewed,iscgem,iscgem,153.34,2.676287875008105,-0.09082693427378491,3631.779296875
655,1946-05-03T22:23:53.610Z,-4.623,153.092,35.0,7.06,mw,,,,,iscgem,iscgem898375,2022-04-26T18:55:23.645Z,"96 km ESE of Kokopo, Papua New Guinea",earthquake,,18.7,0.57,,reviewed,iscgem,iscgem,153.092,2.671959458463159,-0.08068657131969786,3174.659912109375
656,1946-04-01T12:29:01.000Z,53.492,-162.832,15.0,8.6,mw,,,,,official,official19460401122901_30,2022-04-26T18:54:27.259Z,"1946 Aleutian Islands (Unimak Island) Earthquake, Alaska",earthquake,,,,,automatic,iscgem,official,197.168,3.4412307795721797,0.9336115234768066,3420.069580078125
657,1946-01-05T19:57:26.200Z,-15.691,167.47,35.0,7.07,mw,,,,,iscgem,iscgem898209,2022-04-26T18:52:57.856Z,"38 km ESE of Luganville, Vanuatu",earthquake,,5.1,0.61,,reviewed,iscgem,iscgem,167.47,2.9229028983149035,-0.27385961293043026,1728.3309326171875
659,1945-12-08T01:04:10.880Z,-6.063,150.18,55.0,7.1,mw,,,,,iscgem,iscgem899231,2022-04-26T19:04:26.596Z,"New Britain region, Papua New Guinea",earthquake,,12.0,0.51,,reviewed,iscgem,iscgem,150.18,2.621135470645084,-0.1058193125484162,1004.3823852539062
660,1945-04-15T02:35:29.850Z,57.404,163.664,35.0,7.13,mw,,,,,iscgem,iscgem898885,2022-04-26T19:00:34.036Z,"149 km NNE of Ust’-Kamchatsk Staryy, Russia",earthquake,,25.0,0.34,,reviewed,iscgem,iscgem,163.664,2.8564756669839992,1.001888803814825,1862.518798828125
661,1945-02-26T22:14:29.060Z,25.699,143.634,15.0,7.2,mw,,,,,iscgem,iscgem898817,2022-04-26T18:59:38.523Z,"Volcano Islands, Japan region",earthquake,,25.0,0.2,,reviewed,iscgem,iscgem,143.634,2.506886217809535,0.44853216447002275,3394.6298828125
662,1945-02-10T04:57:59.000Z,41.019,142.05,58.7,7.17,mw,,,,,iscgem,iscgem898801,2022-04-26T18:59:27.265Z,"66 km ENE of Misawa, Japan",earthquake,,5.2,0.2,,reviewed,iscgem,iscgem,142.05,2.479240202457945,0.7159166058755541,1029.3072509765625
665,1944-11-16T12:11:02.130Z,-11.823,166.225,35.0,7.14,mw,,,,,iscgem,iscgem899619,2022-04-26T19:08:59.169Z,"130 km SSE of Lata, Solomon Islands",earthquake,,12.9,0.2,,reviewed,iscgem,iscgem,166.225,2.901173549127574,-0.2063502774632896,1675.8812255859375
666,1944-10-05T17:28:34.740Z,-22.174,171.768,120.0,7.0,mw,,,,,iscgem,iscgem899567,2022-04-26T19:08:06.892Z,southeast of the Loyalty Islands,earthquake,,5.2,0.4,,reviewed,iscgem,iscgem,171.768,2.9979171495656196,-0.38700930833722264,1899.6865234375
668,1944-06-28T07:58:55.880Z,14.295,-92.911,25.0,7.04,mw,,,,,iscgem,iscgem899448,2022-04-26T19:06:37.228Z,"70 km SW of Puerto Madero, Mexico",earthquake,,19.4,0.29,,reviewed,iscgem,iscgem,267.089,4.661582445859135,0.2494948165725894,1373.9066162109375
669,1944-05-25T12:58:10.900Z,-2.475,152.548,15.0,7.26,mw,,,,,iscgem,iscgem899390,2022-04-26T19:06:23.463Z,"195 km E of Kavieng, Papua New Guinea",earthquake,,25.0,0.41,,reviewed,iscgem,iscgem,152.548,2.66246486733231,-0.04319689898685966,2287.2705078125
670,1944-05-25T01:06:39.360Z,-21.578,-179.44,632.7,7.3,mw,,,,,iscgem,iscgem899389,2022-04-26T19:06:22.090Z,Fiji region,earthquake,,6.8,0.2,,reviewed,iscgem,iscgem,180.56,3.151366497400961,-0.3766071459953364,2001.1199951171875
672,1943-12-23T19:00:14.950Z,-5.57,153.666,35.0,7.15,mw,,,,,iscgem,iscgem900139,2022-05-09T22:49:15.298Z,"205 km SE of Kokopo, Papua New Guinea",earthquake,,13.7,0.24,,reviewed,iscgem,iscgem,153.666,2.6819776483696063,-0.09721483933608417,2947.78369140625
675,1943-07-29T03:02:17.210Z,18.907,-67.118,15.0,7.7,mw,,,,,iscgem,iscgem899944,2022-04-26T19:12:42.113Z,"45 km N of San Antonio, Puerto Rico",earthquake,,3.9,0.3,,reviewed,iscgem,iscgem,292.882,5.1117552198260325,0.32998940167456786,2439.883544921875
676,1943-06-13T05:11:42.710Z,41.003,143.396,35.0,7.31,mw,,,,,iscgem,iscgem899875,2022-04-26T19:11:43.482Z,"169 km ENE of Hachinohe, Japan",earthquake,,4.0,0.21,,reviewed,iscgem,iscgem,143.396,2.5027323341897887,0.715637353195235,2012.832275390625
677,1943-05-25T23:07:39.280Z,7.371,127.277,15.0,7.76,mw,,,,,iscgem,iscgem899851,2022-04-26T19:11:19.784Z,"77 km E of Baculin, Philippines",earthquake,,11.8,0.2,,reviewed,iscgem,iscgem,127.277,2.2214027120608226,0.12864821916450203,7313.32666015625
679,1943-04-11T14:46:00.310Z,36.301,141.662,15.0,7.13,mw,,,,,iscgem,iscgem899802,2022-04-26T19:10:36.698Z,"96 km ESE of Takahagi, Japan",earthquake,,3.7,0.36,,reviewed,iscgem,iscgem,141.662,2.4724683249602073,0.6335719717664616,1631.048583984375
680,1943-02-22T09:20:48.560Z,17.397,-101.37,20.0,7.4,mw,,,,,iscgem,iscgem899723,2022-04-26T19:09:49.091Z,"18 km SSW of Palos Blancos, Mexico",earthquake,,3.6,0.3,,reviewed,iscgem,iscgem,258.63,4.513945044432934,0.30363492996945346,1539.49951171875
681,1942-10-20T23:21:53.660Z,7.95,122.47,35.0,7.27,mw,,,,,iscgem,iscgem900504,2022-04-26T19:21:19.215Z,"12 km SSW of Kipit, Philippines",earthquake,,14.7,0.27,,reviewed,iscgem,iscgem,122.47,2.137504734917455,0.1387536755335492,1779.7685546875
