,time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource,corrected_lons,long_rad,lat_rad,ocean_depth
168,2007-01-13T04:23:21.160Z,46.243,154.524,10.0,8.1,mwc,606.0,14.0,,1.12,us,usp000f2ab,2022-07-14T08:15:53.956Z,east of the Kuril Islands,earthquake,,,,,reviewed,us,gcmt,154.524,2.6969525733517177,0.8070926059997378,5507.93115234375
169,2006-11-15T11:14:13.570Z,46.592,153.266,10.0,8.3,mwc,576.0,20.9,,1.07,us,usp000exfn,2022-09-24T08:33:38.884Z,Kuril Islands,earthquake,,,,,reviewed,us,gcmt,153.266,2.674996331361629,0.813183805089198,3549.238525390625
170,2006-05-03T15:26:40.290Z,-20.187,-174.123,55.0,8.0,mwc,626.0,20.7,,1.18,us,usp000eg5g,2022-07-14T11:33:02.464Z,"47 km SSE of Pangai, Tonga",earthquake,,,,,reviewed,us,hrv,185.877,3.2441656537295,-0.35232961610009533,3353.706298828125
172,2006-01-27T16:58:53.670Z,-5.473,128.131,397.0,7.6,mwc,560.0,22.3,,0.88,us,usp000e8ys,2022-07-14T12:36:43.741Z,"196 km S of Ambon, Indonesia",earthquake,,,,,reviewed,us,hrv,128.131,2.2363078238728544,-0.09552186996164964,3202.46923828125
173,2006-01-02T22:13:40.490Z,-19.926,-178.178,582.9,7.2,mwc,646.0,18.7,,1.11,us,usp000e7f0,2022-05-02T18:11:11.513Z,Fiji region,earthquake,,,,,reviewed,us,hrv,181.822,3.17339255256113,-0.34777430675239007,1337.855224609375
174,2005-11-14T21:38:51.420Z,38.107,144.896,11.0,7.0,mwc,699.0,21.4,,0.86,us,usp000e462,2022-07-14T13:38:08.725Z,"293 km ESE of Kamaishi, Japan",earthquake,,,,,reviewed,us,hrv,144.896,2.5289122729697033,0.6650926180574791,5716.3095703125
176,2005-09-09T07:26:43.730Z,-4.539,153.474,90.0,7.6,mwc,502.0,20.0,,1.04,us,usp000dz2j,2022-07-14T14:54:15.306Z,"135 km E of Kokopo, Papua New Guinea",earthquake,,,,,reviewed,us,hrv,153.474,2.678626616205777,-0.07922049474802262,3042.2421875
178,2005-06-15T02:50:54.190Z,41.292,-125.953,16.0,7.2,mwc,420.0,31.4,,1.2,us,usp000dt25,2022-08-08T22:22:31.380Z,"153 km W of Big Lagoon, California",earthquake,,,,,reviewed,us,hrv,234.047,4.084890754415168,0.7206813547334985,3048.7587890625
180,2005-03-02T10:42:12.230Z,-6.527,129.933,201.7,7.1,mwb,569.0,18.1,,1.16,us,usp000dhc1,2022-05-02T18:05:58.965Z,Banda Sea,earthquake,,,,,reviewed,us,us,129.933,2.267758656993792,-0.1139176402776699,4556.845703125
181,2005-02-05T12:23:18.940Z,5.293,123.337,525.0,7.1,mwc,640.0,26.4,,1.14,us,usp000dfj2,2022-07-14T18:15:57.254Z,"138 km SW of Palimbang, Philippines",earthquake,,,,,reviewed,us,hrv,123.337,2.1526367395322463,0.09238027730805987,4797.67724609375
184,2004-11-15T09:06:56.560Z,4.695,-77.508,15.0,7.2,mwb,708.0,50.2,,0.9,us,usp000d8gx,2022-07-14T19:43:10.614Z,"32 km SSW of Pizarro, Colombia",earthquake,,,,,reviewed,us,us,282.492,4.930415510543822,0.08194320838113378,1338.7218017578125
185,2004-11-11T21:26:41.150Z,-8.152,124.868,10.0,7.5,mwc,301.0,33.8,,1.07,us,usp000d85g,2022-07-14T19:45:32.524Z,"63 km NW of Maubara, Timor Leste",earthquake,,,,,reviewed,us,hrv,124.868,2.1793577303802794,-0.14227924062257774,1956.4984130859375
187,2004-09-05T14:57:18.610Z,33.184,137.071,10.0,7.4,mwb,594.0,27.5,,0.91,us,usp000d3mb,2022-05-02T17:25:17.719Z,"118 km ESE of Shing?, Japan",earthquake,,,,,reviewed,us,us,137.071,2.3923402590011476,0.5791700589817983,3402.451416015625
188,2004-09-05T10:07:07.820Z,33.07,136.618,14.0,7.2,mwc,643.0,28.4,,0.89,us,usp000d3ka,2022-05-02T17:25:16.236Z,"94 km SE of Shing?, Japan",earthquake,,,,,reviewed,us,hrv,136.618,2.384433917489613,0.5771803836345247,3983.5234375
192,2004-01-03T16:23:21.020Z,-22.253,169.683,22.0,7.1,mwc,597.0,39.8,,1.06,us,usp000cgz9,2022-05-02T16:58:31.257Z,"202 km ESE of Tadine, New Caledonia",earthquake,,,,,reviewed,us,hrv,169.683,2.9615270346615383,-0.3883881184462981,5172.32763671875
193,2003-12-27T16:00:59.450Z,-22.015,169.766,10.0,7.3,mwc,235.0,46.6,,1.3,us,usp000cg90,2022-05-02T16:57:38.175Z,"201 km ESE of Tadine, New Caledonia",earthquake,,,,,reviewed,us,hrv,169.766,2.962975657940693,-0.38423423482655167,5172.32763671875
194,2003-11-17T06:43:06.800Z,51.146,178.65,33.0,7.8,mwc,604.0,24.0,,1.11,us,usp000cd1n,2022-05-02T16:54:06.367Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,,,,,reviewed,us,hrv,178.65,3.1180307086878702,0.8926660992250197,3998.351318359375
195,2003-10-31T01:06:28.280Z,37.812,142.619,10.0,7.0,mwb,568.0,61.2,,0.8,us,usp000cbpa,2022-05-02T16:52:39.728Z,"133 km ESE of Ishinomaki, Japan",earthquake,,,,,reviewed,us,us,142.619,2.489171125901793,0.6599438967640958,1498.856689453125
197,2003-09-25T19:50:06.360Z,41.815,143.91,27.0,8.16,mww,,,,,official,official20030925195006360_27,2022-05-02T16:44:11.135Z,"134 km SSW of Kushiro, Japan",earthquake,,,,,reviewed,us,duputel,143.91,2.5117033265450397,0.7298094267214288,1027.483642578125
199,2003-05-26T19:23:27.940Z,2.354,128.855,31.0,7.0,mwc,473.0,30.3,,1.09,us,usp000by7n,2022-05-02T16:34:34.085Z,"116 km NE of Tobelo, Indonesia",earthquake,,,,,reviewed,us,hrv,128.855,2.2489440076572933,0.04108505059194652,1706.8409423828125
201,2003-03-17T16:36:17.310Z,51.272,177.978,33.0,7.1,mwb,607.0,30.3,,1.26,us,usp000bsvs,2022-05-02T16:28:05.944Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,,,,,reviewed,us,us,177.978,3.106302096114468,0.8948652140825326,1731.3427734375
203,2003-01-20T08:43:06.070Z,-10.491,160.77,33.0,7.3,mwc,457.0,,,0.84,us,usp000bnvq,2022-05-02T16:23:37.039Z,"126 km W of Kirakira, Solomon Islands",earthquake,,,,,reviewed,us,hrv,160.77,2.805965838431284,-0.1831024918267251,2429.15283203125
204,2002-11-17T04:53:53.540Z,47.824,146.209,459.1,7.3,mwc,326.0,,,1.02,us,usp000bhv1,2022-05-02T16:18:28.906Z,"262 km E of Dolinsk, Russia",earthquake,,,,,reviewed,us,hrv,146.209,2.5518284460483893,0.8346862614737682,2607.460205078125
207,2002-09-08T18:44:23.710Z,-3.302,142.945,13.0,7.6,mwc,428.0,,,1.16,us,usp000bbpf,2022-05-02T16:07:44.247Z,"68 km ESE of Aitape, Papua New Guinea",earthquake,,,,,reviewed,us,hrv,142.945,2.494860899263294,-0.05763077190085276,1169.74462890625
208,2002-08-19T11:01:01.190Z,-21.696,-179.513,580.0,7.7,mwc,670.0,,,0.93,us,usp000ba6g,2022-05-02T16:14:14.819Z,Fiji region,earthquake,,,,,reviewed,us,hrv,180.487,3.1500924070470053,-0.3786666345126898,2001.1199951171875
210,2002-04-26T16:06:07.000Z,13.088,144.619,85.7,7.1,mwc,257.0,,,1.04,us,usp000b37m,2022-05-02T16:09:17.290Z,"20 km SSW of Merizo Village, Guam",earthquake,,3.3,,,reviewed,us,hrv,144.619,2.5240777109416794,0.22842869250101785,1434.944580078125
212,2002-01-02T17:22:48.760Z,-17.6,167.856,21.0,7.2,mwc,427.0,,,0.9,us,usp000avpw,2022-05-02T15:40:10.561Z,"50 km WNW of Port-Vila, Vanuatu",earthquake,,,,,reviewed,us,hrv,167.856,2.929639869227602,-0.30717794835100204,1895.8602294921875
214,2001-10-19T03:28:44.460Z,-4.102,123.907,33.0,7.5,mwc,234.0,,,1.14,us,usp000ar78,2022-04-29T19:37:29.631Z,"155 km E of Kendari, Indonesia",earthquake,,,,,reviewed,us,hrv,123.907,2.162585116268614,-0.0715934059168074,4727.67919921875
215,2001-10-12T15:02:16.840Z,12.686,144.98,37.0,7.0,mwc,482.0,,,1.15,us,usp000aqsu,2022-04-29T19:37:18.955Z,"69 km SSE of Inarajan Village, Guam",earthquake,,,,,reviewed,us,hrv,144.98,2.5303783495413787,0.22141246890800062,4020.715087890625
216,2001-07-07T09:38:43.520Z,-17.543,-72.077,33.0,7.6,mwc,398.0,,,1.15,us,usp000aj40,2022-04-29T19:25:29.098Z,"51 km SW of Punta de Bombón, Peru",earthquake,,,,,reviewed,us,hrv,287.923,5.0252043422196335,-0.3061831106773652,1137.6829833984375
218,2001-02-24T07:23:48.730Z,1.271,126.249,35.0,7.1,mwc,426.0,,,1.05,us,usp000aa8b,2022-04-29T19:46:17.922Z,"137 km WNW of Ternate, Indonesia",earthquake,,,,,reviewed,us,hrv,126.249,2.203460727350321,0.022183134792847926,1738.850341796875
220,2001-01-09T16:49:28.000Z,-14.928,167.17,103.0,7.1,mwb,372.0,,,1.15,us,usp000a7cv,2022-04-29T19:04:05.786Z,"16 km NE of Port-Olry, Vanuatu",earthquake,,,,,reviewed,us,us,167.17,2.917666910558921,-0.26054275073771355,1637.89453125
221,2001-01-01T06:57:04.170Z,6.898,126.579,33.0,7.5,mwc,324.0,,,1.06,us,usp000a70h,2022-04-29T19:03:22.544Z,"21 km SE of Lukatan, Philippines",earthquake,,,,,reviewed,us,hrv,126.579,2.209220313881902,0.12039281180256885,3540.388916015625
223,2000-11-16T07:42:16.930Z,-5.233,153.102,30.0,7.8,mwc,294.0,,,1.31,us,usp000a3sp,2022-04-29T19:16:32.829Z,"135 km SE of Kokopo, Papua New Guinea",earthquake,,,,,reviewed,us,hrv,153.102,2.6721339913883586,-0.09133307975686325,2208.837158203125
224,2000-11-16T04:54:56.740Z,-3.98,152.169,33.0,8.0,mwc,254.0,,,1.2,us,usp000a3qq,2022-04-29T19:26:13.204Z,"24 km N of Rabaul, Papua New Guinea",earthquake,,,,,reviewed,us,hrv,152.169,2.6558500694672516,-0.06946410422937431,1432.7999267578125
225,2000-10-29T08:37:08.770Z,-4.766,153.945,50.0,7.0,mwc,60.0,,,0.96,us,usp000a2mw,2022-04-29T18:55:52.687Z,"191 km ESE of Kokopo, Papua New Guinea",earthquake,,,,,reviewed,us,hrv,153.945,2.6868471169826704,-0.08318239215004974,3893.05322265625
227,2000-08-06T07:27:12.900Z,28.856,139.556,394.8,7.4,mwc,588.0,,,0.9,us,usp0009xzy,2022-04-29T18:47:44.258Z,"Bonin Islands, Japan region",earthquake,,,,,reviewed,us,hrv,139.556,2.4357116909132066,0.5036322089554838,3088.100830078125
229,2000-03-28T11:00:22.510Z,22.338,143.73,126.5,7.6,mwc,,,,1.22,us,usp0009qb4,2022-04-29T18:35:42.761Z,"Volcano Islands, Japan region",earthquake,,,,,reviewed,us,hrv,143.73,2.5085617338914497,0.3898716483104933,3110.939697265625
230,2000-02-25T01:43:58.640Z,-19.528,173.818,33.0,7.1,mwc,,,,1.2,us,usp0009nxg,2022-04-29T18:33:25.979Z,,earthquake,,,,,reviewed,us,hrv,173.818,3.033696399231504,-0.34082789632945265,2888.490478515625
231,2000-01-08T16:47:20.580Z,-16.925,-174.248,183.4,7.2,mwc,,,,1.25,us,usp0009kx3,2022-04-29T19:41:48.270Z,"117 km SSW of Hihifo, Tonga",earthquake,,,,,reviewed,us,hrv,185.752,3.241983992164507,-0.2953969759000403,1530.952880859375
234,1999-11-19T13:56:46.450Z,-6.351,148.763,33.0,7.0,mwc,,,,1.12,us,usp0009huj,2022-04-29T18:11:47.992Z,"88 km W of Kandrian, Papua New Guinea",earthquake,,,,,reviewed,us,hrv,148.763,2.5964041551443247,-0.11084586079415987,2973.055419921875
238,1999-05-16T00:51:20.460Z,-4.751,152.486,73.7,7.1,mwc,,,,0.95,us,usp000982a,2022-04-29T18:24:32.086Z,"51 km SSE of Kokopo, Papua New Guinea",earthquake,,2.2,,,reviewed,us,hrv,152.486,2.661382763196073,-0.0829205927622506,1506.39599609375
242,1999-02-06T21:47:59.470Z,-12.853,166.697,90.1,7.3,mwc,,,,1.17,us,usp00092cr,2022-04-29T18:00:57.257Z,"146 km NW of Sola, Vanuatu",earthquake,,,,,reviewed,us,hrv,166.697,2.9094115031969876,-0.22432716875883116,1934.367431640625
243,1999-01-19T03:35:33.840Z,-4.596,153.235,114.1,7.0,mwc,,,,1.34,us,usp00091ag,2022-04-29T17:59:44.054Z,"110 km ESE of Kokopo, Papua New Guinea",earthquake,,,,,reviewed,us,hrv,153.235,2.674455279293511,-0.08021533242165939,3174.659912109375
244,1998-11-29T14:10:31.960Z,-2.071,124.891,33.0,7.7,mwc,,,,1.23,us,usp0008yx2,2022-04-29T17:57:10.656Z,"264 km ESE of Luwuk, Indonesia",earthquake,,,,,reviewed,us,hrv,124.891,2.179759156108238,-0.03614576880880257,2586.916748046875
245,1998-11-09T05:38:44.220Z,-6.92,128.946,33.0,7.0,mwc,,,,1.09,us,usp0008xw8,2022-04-29T17:55:28.041Z,"278 km NE of Lospalos, Timor Leste",earthquake,,,,,reviewed,us,hrv,128.946,2.250532257276608,-0.12077678423800761,3440.580322265625
246,1998-08-20T06:40:55.820Z,28.932,139.329,440.5,7.1,mwb,,,,0.92,us,usp0008tje,2022-04-29T17:38:22.955Z,"Bonin Islands, Japan region",earthquake,,2.6,,,reviewed,us,us,139.329,2.4317497935111794,0.5049586591869993,3088.100830078125
249,1998-07-16T11:56:36.420Z,-11.04,166.16,110.2,7.0,mwc,,,,0.88,us,usp0008rm2,2022-04-29T17:34:56.379Z,"52 km SE of Lata, Solomon Islands",earthquake,,,,,reviewed,us,hrv,166.16,2.900039085113778,-0.19268434942017396,1978.2423095703125
250,1998-05-03T23:30:21.910Z,22.306,125.308,33.0,7.5,mwb,,,,0.99,us,usp0008mdk,2022-04-29T17:25:58.593Z,"254 km SSE of Ishigaki, Japan",earthquake,,,,,reviewed,us,us,125.308,2.1870371790890544,0.3893131429498552,5380.3359375
252,1998-01-04T06:11:58.970Z,-22.301,170.911,100.6,7.5,mwc,,,,0.88,us,usp0008dqq,2022-04-29T17:15:05.140Z,southeast of the Loyalty Islands,earthquake,,,,,reviewed,us,hrv,170.911,2.9829596778760283,-0.38922587648725543,2377.67236328125
254,1997-12-05T11:26:54.690Z,54.841,162.035,33.0,7.8,mwc,,,,1.02,us,usp0008btk,2022-04-29T17:10:27.685Z,"156 km S of Ust’-Kamchatsk Staryy, Russia",earthquake,,,,,reviewed,us,hrv,162.035,2.828044253469012,0.9571560150862103,1070.1470947265625
255,1997-11-25T12:14:33.630Z,1.241,122.536,24.0,7.0,mwc,,,,1.18,us,usp0008baj,2022-04-29T17:09:03.195Z,"97 km NW of Gorontalo, Indonesia",earthquake,,,,,reviewed,us,hrv,122.536,2.1386566522237715,0.021659536017249632,1506.25390625
256,1997-11-15T18:59:24.300Z,-15.145,167.375,123.1,7.0,mwc,,,,1.09,us,usp0008aqx,2022-04-29T17:08:22.137Z,"34 km ESE of Port-Olry, Vanuatu",earthquake,,,,,reviewed,us,hrv,167.375,2.9212448355255094,-0.2643301152145412,1637.89453125
258,1997-10-14T09:53:18.150Z,-22.101,-176.772,167.3,7.8,mwb,,,,0.93,us,usp000890q,2022-04-29T17:04:56.379Z,"192 km WSW of Haveluloto, Tonga",earthquake,,,,,reviewed,us,us,183.228,3.19793188184417,-0.38573521798326676,2122.242919921875
259,1997-04-21T12:02:26.430Z,-12.584,166.676,33.0,7.7,mwc,,,,0.93,us,usp00080wt,2022-04-29T16:50:31.202Z,"171 km NNW of Sola, Vanuatu",earthquake,,,,,reviewed,us,hrv,166.676,2.909044984054068,-0.2196322330709664,1777.367431640625
264,1996-06-17T11:22:18.540Z,-7.137,122.589,587.3,7.9,mwc,,,,1.2,us,usp0007jw8,2022-04-29T20:22:28.107Z,"169 km NNE of Maumere, Indonesia",earthquake,,,,,reviewed,us,hrv,122.589,2.1395816767273286,-0.1245641487148353,3090.934326171875
273,1995-12-25T04:43:24.460Z,-6.903,129.151,141.9,7.1,mw,,,,1.0,us,usp00079k5,2022-04-29T19:51:19.805Z,"297 km NE of Lospalos, Timor Leste",earthquake,,,,,reviewed,us,hrv,129.151,2.254110182243197,-0.12048007826516856,3256.846435546875
274,1995-12-03T18:01:08.990Z,44.663,149.3,33.0,7.9,mw,,,,1.1,us,usp000782n,2022-04-29T19:48:23.748Z,"128 km ESE of Kuril’sk, Russia",earthquake,,,,,reviewed,us,hrv,149.3,2.605776573227534,0.7795164038182274,2173.930419921875
276,1995-10-18T10:37:26.380Z,27.929,130.175,28.4,7.1,mw,,,,1.2,us,usp00075bd,2022-04-29T19:55:31.348Z,"83 km SE of Naze, Japan",earthquake,,,,,reviewed,us,hrv,130.175,2.2719823537836183,0.4874530067894963,1897.750732421875
280,1995-08-23T07:06:02.760Z,18.856,145.218,594.9,7.1,mwb,,,,0.9,us,usp00072a1,2022-04-29T20:00:22.778Z,"Pagan region, Northern Mariana Islands",earthquake,,,,,reviewed,us,us,145.218,2.534532233161125,0.3290992837560508,2779.035400390625
281,1995-08-16T23:10:23.980Z,-5.771,154.347,33.0,7.2,mw,,,,1.2,us,usp00071xh,2022-04-29T19:58:38.708Z,"139 km WNW of Panguna, Papua New Guinea",earthquake,,,,,reviewed,us,hrv,154.347,2.693863340575688,-0.10072295113259276,1156.5355224609375
282,1995-08-16T10:27:28.630Z,-5.799,154.178,30.1,7.7,mw,,,,1.3,us,usp00071w4,2022-04-29T19:58:30.281Z,"155 km WNW of Panguna, Papua New Guinea",earthquake,,,,,reviewed,us,hrv,154.178,2.690913734139817,-0.10121164332315118,1156.5355224609375
284,1995-05-05T03:53:45.050Z,12.626,125.297,16.0,7.1,mw,,,,0.9,us,usp0006ww5,2022-04-29T16:49:50.516Z,"14 km NE of Cabatuan, Philippines",earthquake,,,,,reviewed,us,hrv,125.297,2.1868451928713353,0.220365271356804,3557.98193359375
285,1995-04-21T00:34:46.090Z,12.059,125.58,20.7,7.2,mw,,,,1.2,us,usp0006vz9,2022-04-29T17:25:43.742Z,"10 km E of Dapdap, Philippines",earthquake,,,,,reviewed,us,hrv,125.58,2.191784474654479,0.2104692544979962,3663.551513671875
286,1995-04-07T22:06:56.890Z,-15.199,-173.529,21.2,7.4,mw,,,,1.1,us,usp0006vb3,2022-04-29T17:21:39.778Z,"88 km NNE of Hihifo, Tonga",earthquake,,,,,reviewed,us,hrv,186.471,3.254532909486346,-0.2652725930106181,1889.5399169921875
288,1994-12-28T12:19:23.030Z,40.525,143.419,26.5,7.8,mw,,,,1.1,us,usp0006qh3,2022-04-28T17:19:03.747Z,"off the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,hrv,143.419,2.5031337599177474,0.707294679370702,1865.9342041015625
289,1994-10-09T07:55:39.580Z,43.905,147.916,33.0,7.3,mw,,,,0.9,us,usp0006ku9,2022-04-28T17:29:24.423Z,"96 km E of Shikotan, Russia",earthquake,,,,,reviewed,us,hrv,147.916,2.5816212163799324,0.7662868080881103,2197.336669921875
290,1994-10-04T13:22:55.840Z,43.773,147.321,14.0,8.3,mw,,,,0.9,us,usp0006kdp,2022-04-28T17:22:14.274Z,"48 km E of Shikotan, Russia",earthquake,,4.7,,,reviewed,us,hrv,147.321,2.571236507330566,0.7639829734754779,1151.85107421875
291,1994-09-01T15:15:53.080Z,40.402,-125.68,10.0,7.1,mwb,,,,1.0,us,usp0006hsx,2022-04-28T17:30:46.350Z,"121 km W of Ferndale, California",earthquake,,,,,reviewed,us,us,234.32,4.089655503273113,0.705147924390749,3108.8486328125
292,1994-07-21T18:36:31.740Z,42.34,132.865,471.4,7.3,mw,,,,0.9,us,usp0006fyv,2022-04-28T17:37:26.419Z,"46 km SSW of Vrangel’, Russia",earthquake,,,,,reviewed,us,hrv,132.865,2.318931710662266,0.7389724052943991,2782.615478515625
296,1994-02-12T17:58:23.990Z,-20.553,169.361,27.7,7.0,mwb,,,,1.0,us,usp00068eg,2022-04-28T17:49:29.808Z,"112 km S of Isangel, Vanuatu",earthquake,,,,,reviewed,us,us,169.361,2.955907074470116,-0.3587175211623946,2219.22314453125
301,1993-08-08T08:34:24.930Z,12.982,144.801,59.3,7.8,mw,,,,1.1,us,usp0005y3k,2023-04-25T21:22:59.531Z,"32 km S of Inarajan Village, Guam",earthquake,,,,,reviewed,us,hrv,144.801,2.527254210180309,0.22657864349390383,4020.715087890625
302,1993-07-12T13:17:11.960Z,42.851,139.197,16.7,7.7,mw,,,,1.0,us,usp0005w12,2022-04-28T18:06:42.334Z,"107 km W of Iwanai, Japan",earthquake,,,,,reviewed,us,hrv,139.197,2.4294459588985466,0.7478910377720902,3179.0625
305,1993-03-06T03:05:49.870Z,-10.972,164.181,20.4,7.1,mwb,,,,1.2,us,usp0005p26,2022-04-28T18:17:47.737Z,"178 km W of Lata, Solomon Islands",earthquake,,,,,reviewed,us,us,164.181,2.8654990192168106,-0.19149752552881785,4392.9443359375
307,1992-12-20T20:52:47.280Z,-6.582,130.393,77.7,7.3,mw,,,,1.2,us,usp0005jjt,2022-04-28T18:26:30.756Z,"281 km WSW of Tual, Indonesia",earthquake,,,,,reviewed,us,hrv,130.393,2.275787171552966,-0.11487757136626676,4736.62890625
312,1992-05-27T05:13:38.810Z,-11.122,165.239,18.8,7.0,mw,,,,0.9,us,usp000585d,2022-04-28T18:48:13.110Z,"75 km SW of Lata, Solomon Islands",earthquake,,,,,reviewed,us,hrv,165.239,2.88396460270291,-0.19411551940680932,4043.45947265625
313,1992-05-17T10:15:31.310Z,7.191,126.762,33.0,7.3,mwb,,,,1.1,us,usp00057gv,2022-04-28T18:47:24.067Z,"23 km ESE of Santiago, Philippines",earthquake,,,,,reviewed,us,us,126.762,2.212414266413052,0.12550662651091224,5141.8642578125
317,1991-12-22T08:43:13.410Z,45.533,151.021,24.7,7.6,mw,,,,0.9,us,usp00050sq,2022-04-28T18:58:08.037Z,"248 km E of Kuril’sk, Russia",earthquake,,,,,reviewed,us,hrv,151.021,2.635813689654356,0.7947007683105781,1210.0318603515625
318,1991-11-19T22:28:51.090Z,4.554,-77.442,21.3,7.2,mw,,,,1.2,us,usp0004zbt,2022-04-28T19:00:10.141Z,"33 km NNW of Santa Genoveva de Docordó, Colombia",earthquake,,,,,reviewed,us,hrv,282.558,4.931567427850138,0.07948229413582177,1338.7218017578125
319,1991-10-14T15:58:12.790Z,-9.094,158.442,23.4,7.2,mw,,,,1.3,us,usp0004xtq,2022-04-28T19:01:37.662Z,"155 km WNW of Malango, Solomon Islands",earthquake,,,,,reviewed,us,hrv,158.442,2.765334573444856,-0.15872024217636432,1408.5638427734375
321,1991-08-17T22:17:09.970Z,41.679,-125.856,1.303,7.0,mh,90.0,295.0,1.473,0.09,nc,nc228064,2022-04-28T19:05:32.166Z,"136 km WSW of Brookings, Oregon",earthquake,1.73,11.06,,0.0,reviewed,nc,nc,234.144,4.0865837237896026,0.7274357789387166,3048.7587890625
323,1991-06-20T05:18:52.510Z,1.196,122.787,31.4,7.5,mw,,,,1.2,us,usp0004t6g,2022-04-28T19:11:04.409Z,"79 km NNW of Gorontalo, Indonesia",earthquake,,,,,reviewed,us,hrv,122.787,2.1430374286462777,0.02087413785385218,1506.25390625
324,1991-06-09T07:45:02.130Z,-20.252,-176.218,265.5,7.0,mw,,,,1.0,us,usp0004sq2,2022-04-28T19:09:31.451Z,"144 km NW of Nuku‘alofa, Tonga",earthquake,,,,,reviewed,us,hrv,183.782,3.207601005900219,-0.3534640801138916,2298.824462890625
329,1991-02-18T02:37:25.120Z,8.87,126.48,23.9,7.0,mw,,,,1.3,us,usp0004n2a,2022-04-28T19:23:48.369Z,"18 km E of Aras-asan, Philippines",earthquake,,,,,reviewed,us,nc,126.48,2.207492437922428,0.154810704651897,3354.9921875
330,1990-12-30T19:14:18.930Z,-5.097,150.967,178.6,7.5,mw,,,,1.2,us,usp0004k00,2022-04-28T19:32:53.354Z,"104 km ENE of Kimbe, Papua New Guinea",earthquake,,,,,reviewed,us,hrv,150.967,2.6348712118582798,-0.08895943197415097,1181.7279052734375
331,1990-11-06T20:14:29.740Z,53.452,169.871,24.8,7.1,mw,,,,0.9,us,usp0004gkj,2022-04-28T19:33:08.375Z,"231 km WNW of Attu Station, Alaska",earthquake,,,,,reviewed,us,hrv,169.871,2.9648082536552876,0.9329133917760091,2232.529296875
334,1990-07-27T12:37:59.550Z,-15.355,167.464,125.7,7.2,mw,,,,1.0,us,usp0004cm6,2022-04-28T19:44:57.622Z,"37 km ENE of Luganville, Vanuatu",earthquake,,,,,reviewed,us,hrv,167.464,2.9227981785597836,-0.26799530664372934,1728.3309326171875
336,1990-04-18T13:39:19.010Z,1.186,122.857,25.7,7.8,mw,,,,1.2,us,usp000482z,2022-04-28T19:52:05.247Z,"75 km NNW of Gorontalo, Indonesia",earthquake,,,,,reviewed,us,par,122.857,2.1442591591226736,0.020699604928652745,1506.25390625
337,1990-04-05T21:12:35.550Z,15.125,147.596,11.4,7.6,mw,,,,1.2,us,usp00047gj,2022-04-28T19:51:12.196Z,"198 km E of Saipan, Northern Mariana Islands",earthquake,,,,,reviewed,us,par,147.596,2.5760361627735504,0.26398104936414235,6744.763671875
339,1990-03-05T16:38:12.570Z,-18.318,168.063,20.7,7.1,mw,,,,1.2,us,usp000467e,2022-04-28T19:54:29.877Z,"69 km SSW of Port-Vila, Vanuatu",earthquake,,,,,reviewed,us,nc,168.063,2.93325270077923,-0.3197094123803213,1867.095703125
340,1990-03-03T12:16:27.960Z,-22.122,175.163,33.2,7.6,mw,,,,1.3,us,usp000464d,2022-04-28T19:54:06.232Z,south of the Fiji Islands,earthquake,,,,,reviewed,us,hrv,175.163,3.0571710776708274,-0.38610173712618556,3686.334228515625
341,1989-12-15T18:43:45.030Z,8.337,126.729,24.4,7.6,mw,,,,1.4,us,usp000433j,2022-04-28T20:04:19.072Z,"37 km ENE of Barcelona, Philippines",earthquake,,,,,reviewed,us,hrv,126.729,2.2118383077598938,0.14550809973876724,5246.083984375
343,1989-11-01T18:25:34.940Z,39.837,142.76,28.6,7.4,mw,,,,1.1,us,usp00041kg,2022-04-28T20:06:21.165Z,"73 km ENE of Miyako, Japan",earthquake,,,,,reviewed,us,hrv,142.76,2.491632040147105,0.6952868141169811,1049.49951171875
346,1989-02-10T11:15:24.680Z,2.305,126.76,44.0,7.1,mw,,,,1.3,us,usp0003rqq,2022-04-28T20:24:31.282Z,"152 km WNW of Tobelo, Indonesia",earthquake,,,,,reviewed,us,hrv,126.76,2.212379359828012,0.0402298392584693,2186.9794921875
347,1988-10-08T04:46:24.530Z,-18.771,-172.415,35.2,7.1,mw,,,,1.0,us,usp0003mmh,2022-04-28T20:32:46.826Z,"166 km E of Neiafu, Tonga",earthquake,,,,,reviewed,us,hrv,187.585,3.2739758773535628,-0.3276157538918556,6272.80029296875
348,1988-08-10T04:38:26.170Z,-10.366,160.819,34.0,7.6,mw,,,,1.5,us,usp0003jtm,2022-04-28T17:27:12.624Z,"121 km W of Kirakira, Solomon Islands",earthquake,,,,,reviewed,us,hrv,160.819,2.8068210497647605,-0.18092083026173217,2429.15283203125
349,1988-07-25T06:46:06.690Z,-6.081,133.667,27.7,7.0,mw,,,,1.0,us,usp0003j6r,2022-04-28T20:42:31.006Z,"112 km ESE of Tual, Indonesia",earthquake,,,,,reviewed,us,nc,133.667,2.3329292512632605,-0.10613347181377518,2989.534912109375
